Time_s,Voltage_V
0.000024000,-0.121750
0.000026000,-0.122900
0.000028000,-0.117070
0.000030000,-0.116570
0.000032000,-0.115670
0.000034000,-0.110910
0.000036000,-0.110930
0.000038000,-0.107830
0.000040000,-0.107290
0.000042000,-0.107920
0.000044000,-0.102690
0.000046000,-0.106610
0.000048000,-0.103360
0.000050000,-0.099040
0.000052000,-0.094280
0.000054000,-0.098810
0.000056000,-0.093950
0.000058000,-0.098060
0.000060000,-0.094420
0.000062000,-0.088690
0.000064000,-0.091550
0.000066000,-0.087890
0.000068000,-0.084850
0.000070000,-0.086380
0.000072000,-0.087700
0.000074000,-0.085060
0.000076000,-0.079360
0.000078000,-0.079890
0.000080000,-0.078380
0.000082000,-0.076450
0.000084000,-0.076530
0.000086000,-0.075250
0.000088000,-0.075020
0.000090000,-0.072090
0.000092000,-0.073920
0.000094000,-0.067320
0.000096000,-0.068670
0.000098000,-0.066500
0.000100000,-0.067550
0.000102000,-0.066440
0.000104000,-0.064830
0.000106000,-0.062940
0.000108000,-0.060400
0.000110000,-0.061780
0.000112000,-0.059880
0.000114000,-0.057540
0.000116000,-0.058200
0.000118000,-0.058000
0.000120000,-0.055720
0.000122000,-0.055190
0.000124000,-0.056420
0.000126000,-0.054510
0.000128000,-0.051750
0.000130000,-0.051680
0.000132000,-0.052270
0.000134000,-0.051000
0.000136000,-0.050670
0.000138000,-0.047080
0.000140000,-0.053360
0.000142000,-0.045690
0.000144000,-0.045360
0.000146000,-0.043770
0.000148000,-0.044260
0.000150000,-0.044500
0.000152000,-0.043660
0.000154000,-0.044260
0.000156000,-0.044400
0.000158000,-0.043620
0.000160000,-0.042170
0.000162000,-0.037490
0.000164000,-0.041950
0.000166000,-0.037670
0.000168000,-0.040930
0.000170000,-0.042450
0.000172000,-0.036050
0.000174000,-0.038090
0.000176000,-0.037710
0.000178000,-0.038640
0.000180000,-0.035400
0.000182000,-0.036640
0.000184000,-0.033330
0.000186000,-0.033030
0.000188000,-0.027370
0.000190000,-0.034530
0.000192000,-0.032890
0.000194000,-0.031900
0.000196000,-0.033880
0.000198000,-0.030340
0.000200000,-0.031240
0.000202000,-0.028220
0.000204000,-0.027280
0.000206000,-0.032670
0.000208000,-0.025790
0.000210000,-0.028880
0.000212000,-0.029190
0.000214000,-0.026170
0.000216000,-0.026800
0.000218000,-0.025890
0.000220000,-0.027870
0.000222000,-0.029810
0.000224000,-0.026800
0.000226000,-0.021160
0.000228000,-0.022050
0.000230000,-0.020910
0.000232000,-0.023320
0.000234000,-0.023390
0.000236000,-0.019950
0.000238000,-0.025330
0.000240000,-0.022000
0.000242000,-0.021990
0.000244000,-0.020880
0.000246000,-0.021650
0.000248000,-0.022310
0.000250000,-0.016950
0.000252000,-0.021110
0.000254000,-0.018540
0.000256000,-0.018190
0.000258000,-0.017440
0.000260000,-0.018580
0.000262000,-0.013630
0.000264000,-0.017950
0.000266000,-0.017870
0.000268000,-0.019350
0.000270000,-0.017200
0.000272000,-0.017490
0.000274000,-0.013020
0.000276000,-0.014010
0.000278000,-0.013340
0.000280000,-0.016600
0.000282000,-0.015560
0.000284000,-0.014420
0.000286000,-0.017800
0.000288000,-0.016640
0.000290000,-0.016420
0.000292000,-0.014360
0.000294000,-0.012790
0.000296000,-0.008280
0.000298000,-0.015840
0.000300000,-0.014120
0.000302000,-0.014640
0.000304000,-0.013420
0.000306000,-0.012060
0.000308000,-0.013080
0.000310000,-0.015130
0.000312000,-0.012780
0.000314000,-0.014560
0.000316000,-0.012790
0.000318000,-0.007870
0.000320000,-0.010980
0.000322000,-0.012780
0.000324000,-0.009190
0.000326000,-0.009650
0.000328000,-0.007950
0.000330000,-0.010410
0.000332000,-0.008620
0.000334000,-0.011040
0.000336000,-0.005750
0.000338000,-0.010730
0.000340000,-0.009490
0.000342000,-0.010520
0.000344000,-0.013250
0.000346000,-0.008320
0.000348000,-0.007820
0.000350000,-0.008420
0.000352000,-0.008740
0.000354000,-0.009450
0.000356000,-0.008170
0.000358000,-0.013380
0.000360000,-0.008500
0.000362000,-0.011480
0.000364000,-0.009020
0.000366000,-0.007780
0.000368000,-0.010630
0.000370000,-0.005610
0.000372000,-0.004300
0.000374000,-0.006300
0.000376000,-0.009550
0.000378000,-0.007020
0.000380000,-0.004900
0.000382000,-0.002430
0.000384000,-0.006440
0.000386000,-0.005060
0.000388000,-0.008430
0.000390000,-0.009070
0.000392000,-0.003800
0.000394000,-0.006590
0.000396000,-0.008290
0.000398000,-0.005850
0.000400000,-0.003120
0.000402000,-0.007730
0.000404000,-0.002330
0.000406000,-0.008020
0.000408000,-0.003500
0.000410000,-0.005220
0.000412000,-0.005130
0.000414000,-0.004980
0.000416000,-0.002740
0.000418000,-0.004920
0.000420000,-0.003540
0.000422000,-0.007280
0.000424000,-0.007550
0.000426000,-0.003130
0.000428000,-0.003460
0.000430000,-0.003690
0.000432000,-0.005250
0.000434000,-0.002750
0.000436000,-0.002900
0.000438000,-0.004550
0.000440000,-0.001880
0.000442000,-0.002290
0.000444000,-0.006730
0.000446000,-0.001140
0.000448000,-0.001930
0.000450000,-0.004360
0.000452000,-0.004010
0.000454000,-0.004600
0.000456000,-0.002260
0.000458000,-0.002320
0.000460000,-0.002850
0.000462000,-0.003980
0.000464000,-0.003170
0.000466000,-0.002360
0.000468000,-0.005950
0.000470000,-0.002570
0.000472000,-0.001040
0.000474000,-0.002550
0.000476000,-0.003000
0.000478000,-0.005380
0.000480000,-0.005060
0.000482000,0.000230
0.000484000,-0.004770
0.000486000,-0.005630
0.000488000,-0.004990
0.000490000,-0.000640
0.000492000,-0.001260
0.000494000,0.000100
0.000496000,-0.001320
0.000498000,-0.003500
0.000500000,-0.003050
0.000502000,-0.000180
0.000504000,-0.007490
0.000506000,-0.002880
0.000508000,-0.001960
0.000510000,-0.004450
0.000512000,-0.003900
0.000514000,0.001320
0.000516000,-0.003460
0.000518000,-0.003040
0.000520000,-0.003700
0.000522000,-0.002100
0.000524000,-0.001060
0.000526000,-0.004150
0.000528000,-0.003270
0.000530000,-0.005190
0.000532000,-0.001000
0.000534000,-0.001620
0.000536000,-0.000680
0.000538000,-0.005380
0.000540000,-0.003400
0.000542000,-0.000550
0.000544000,-0.000380
0.000546000,-0.001360
0.000548000,-0.001760
0.000550000,0.001230
0.000552000,-0.003400
0.000554000,-0.001620
0.000556000,-0.002570
0.000558000,-0.001950
0.000560000,-0.004050
0.000562000,-0.001030
0.000564000,-0.004880
0.000566000,-0.005020
0.000568000,0.000370
0.000570000,-0.006130
0.000572000,-0.003020
0.000574000,-0.002010
0.000576000,0.000190
0.000578000,-0.000480
0.000580000,0.000000
0.000582000,-0.000580
0.000584000,-0.001430
0.000586000,-0.003000
0.000588000,-0.001480
0.000590000,-0.001420
0.000592000,-0.001320
0.000594000,-0.002860
0.000596000,0.001760
0.000598000,-0.002120
0.000600000,-0.000360
0.000602000,-0.002120
0.000604000,-0.001950
0.000606000,0.000350
0.000608000,-0.000770
0.000610000,-0.002270
0.000612000,-0.002140
0.000614000,-0.002650
0.000616000,-0.000410
0.000618000,0.002770
0.000620000,-0.002170
0.000622000,-0.000840
0.000624000,-0.002330
0.000626000,0.000500
0.000628000,0.000060
0.000630000,-0.003210
0.000632000,0.001100
0.000634000,-0.004530
0.000636000,-0.000830
0.000638000,-0.003330
0.000640000,0.000090
0.000642000,0.001750
0.000644000,-0.000490
